"browser","version","useragent_string","first_visit","last_visit","detail_url"
"Safari","5.0.2","Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_3 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",2011-05-13 06:00:00,2025-01-16 04:07:00,"/Safari5.0.2_id_18386.php"
"Safari","5.0.2","Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5",2011-03-28 12:44:00,2024-08-07 11:53:00,"/Safari5.0.2_id_18184.php"
"Safari","5.0.2","Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2_1 like Mac OS X; he-il) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5",2011-03-13 08:27:00,2025-07-24 01:34:00,"/Safari5.0.2_id_18053.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2012-10-07 12:26:00,2025-06-21 01:56:00,"/Safari5.0.2_id_19349.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2012-10-07 12:25:00,2022-10-20 02:55:00,"/Safari5.0.2_id_19350.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; fr; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2011-03-05 07:54:00,2020-04-17 10:43:00,"/Safari5.0.2_id_17957.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-tw) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5",2011-03-24 08:30:00,2024-09-10 10:08:00,"/Safari5.0.2_id_18120.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; pl-pl) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",2011-03-14 11:27:00,2023-10-28 06:57:00,"/Safari5.0.2_id_18047.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",2011-03-12 03:51:00,2023-10-17 10:11:00,"/Safari5.0.2_id_18016.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",2011-03-10 01:50:00,2025-10-02 09:14:00,"/Safari5.0.2_id_18022.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5",2011-07-18 10:24:00,2025-05-18 03:59:00,"/Safari5.0.2_id_18758.php"
"Safari","5.0.2","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; nb-no) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2011-03-13 07:55:00,2025-10-23 06:28:00,"/Safari5.0.2_id_18064.php"
"Safari","5.0.1","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",2010-09-03 01:03:00,2023-12-08 05:33:00,"/Safari5.0.1_id_16274.php"
"Safari","5.0.1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",2011-03-13 07:11:00,2020-04-08 10:49:00,"/Safari5.0.1_id_18087.php"
"Safari","5.0","Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+",2011-02-19 12:16:00,2023-11-29 05:32:00,"/Safari5.0_id_17917.php"
"Safari","5.0","Mozilla/5.0 (X11; U; Linux x86_64; en-ca) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+",2010-09-22 05:39:00,2025-02-10 06:35:00,"/Safari5.0_id_16335.php"
"Safari","5.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 11:40:00,2022-11-26 11:16:00,"/Safari5.0_id_15955.php"
"Safari","5.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-10-10 07:44:00,2023-10-29 02:48:00,"/Safari5.0_id_16403.php"
"Safari","5.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-10-10 07:13:00,2020-09-08 05:03:00,"/Safari5.0_id_16405.php"
"Safari","5.0","Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 11:31:00,2018-07-21 08:55:00,"/Safari5.0_id_15956.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:56:00,2023-10-21 09:53:00,"/Safari5.0_id_15957.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:54:00,2025-03-20 08:14:00,"/Safari5.0_id_15961.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; zh-cn) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2023-06-01 01:05:00,"/Safari5.0_id_15963.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ru-ru) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2025-08-29 10:53:00,"/Safari5.0_id_15964.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ko-kr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2025-09-16 06:12:00,"/Safari5.0_id_15965.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2021-04-05 11:15:00,"/Safari5.0_id_15966.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC-P715a; en-ca) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2011-07-18 05:17:00,2020-12-28 08:58:00,"/Safari5.0_id_18737.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2025-10-14 05:28:00,"/Safari5.0_id_15967.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-au) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2024-12-07 10:05:00,"/Safari5.0_id_15968.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; el-gr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2025-01-06 08:17:00,"/Safari5.0_id_15969.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2024-03-03 12:31:00,"/Safari5.0_id_15970.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:50:00,2025-09-26 07:10:00,"/Safari5.0_id_15972.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:50:00,2023-06-05 10:17:00,"/Safari5.0_id_15973.php"
"Safari","5.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:49:00,2023-06-11 03:02:00,"/Safari5.0_id_15974.php"
"Safari","4.1","Mozilla/5.0 (Windows; U; Windows NT 5.0; en-en) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2011-01-26 11:49:00,2022-03-06 06:00:00,"/Safari4.1_id_17266.php"
"Safari","4.1","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; nl-nl) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2010-06-13 10:55:00,2024-09-21 12:22:00,"/Safari4.1_id_15959.php"
"Safari","4.1","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2010-06-13 10:55:00,2024-09-01 10:05:00,"/Safari4.1_id_15960.php"
"Safari","4.1","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2010-06-13 10:54:00,2022-03-06 04:29:00,"/Safari4.1_id_15962.php"
"Safari","4.1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7; en-us) AppleWebKit/533.4 (KHTML, like Gecko) Version/4.1 Safari/533.4",2010-04-04 02:33:00,2025-07-12 02:20:00,"/Safari4.1_id_15600.php"
"Safari","4.1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; nb-no) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2011-10-28 07:34:00,2023-04-25 10:25:00,"/Safari4.1_id_19011.php"
"Safari","1","Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8",NA,2025-03-02 02:36:00,"/Safari4.0dp1_id_9272.php"
"Safari","1","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2009-04-29 08:05:00,2025-03-02 09:57:00,"/Safari4.0dp1_id_13543.php"
"Safari","1","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2008-09-11 09:55:00,2025-04-19 06:01:00,"/Safari4.0dp1_id_12199.php"
"Safari","1","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2009-04-07 01:30:00,2025-11-20 12:57:00,"/Safari4.0dp1_id_12434.php"
"Safari","1","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.1b3pre) Gecko/20081212 Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8",NA,2024-08-11 12:39:00,"/Safari4.0dp1_id_9979.php"
"Safari","1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-gb) AppleWebKit/528.10+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",NA,2023-11-24 01:56:00,"/Safari4.0dp1_id_10099.php"
"Safari","1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; en-us) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2009-05-03 05:31:00,2025-07-28 05:32:00,"/Safari4.0dp1_id_13629.php"
"Safari","1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; en-gb) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2008-09-11 04:44:00,2025-01-09 09:04:00,"/Safari4.0dp1_id_12198.php"
"Safari","4.0.5","Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-04-04 05:48:00,2024-06-16 06:29:00,"/Safari4.0.5_id_15633.php"
"Safari","4.0.5","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-10-10 07:05:00,2024-06-28 12:49:00,"/Safari4.0.5_id_16410.php"
"Safari","4.0.5","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-03-12 11:09:00,2024-08-31 04:22:00,"/Safari4.0.5_id_15469.php"
"Safari","4.0.5","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-gb) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-12-02 06:27:00,2020-06-02 09:09:00,"/Safari4.0.5_id_16545.php"
"Safari","4.0.5","Mozilla/5.0 (Windows; U; Windows NT 5.1; cs-CZ) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-03-13 01:19:00,2025-09-09 08:57:00,"/Safari4.0.5_id_15460.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; en-us) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-03-12 07:06:00,2025-09-16 06:12:00,"/Safari4.0.5_id_15476.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; da-dk) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-03-13 12:31:00,2025-03-20 02:16:00,"/Safari4.0.5_id_15468.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ja-jp) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-04-04 07:35:00,2024-09-09 08:29:00,"/Safari4.0.5_id_15597.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/533.4+ (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-04-02 09:52:00,2025-03-25 02:05:00,"/Safari4.0.5_id_15610.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-03-18 12:28:00,2020-09-25 09:49:00,"/Safari4.0.5_id_15559.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; de-de) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-04-03 11:44:00,2024-10-24 06:57:00,"/Safari4.0.5_id_15606.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; ja-jp) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-03-13 12:52:00,2022-11-19 12:50:00,"/Safari4.0.5_id_15467.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; nl-nl) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2010-04-04 12:39:00,2025-08-25 09:17:00,"/Safari4.0.5_id_15601.php"
"Safari","4.0.5","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",2012-10-02 01:29:00,2020-11-11 08:17:00,"/Safari4.0.5_id_19332.php"
"Safari","4.0.5","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8B5097d Safari/6531.22.7",2010-08-07 08:49:00,2023-12-19 03:53:00,"/Safari4.0.5_id_16398.php"
"Safari","4.0.5","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.22.7",2010-09-05 08:02:00,2025-07-18 05:42:00,"/Safari4.0.5_id_16397.php"
"Safari","4.0.4","Mozilla/5.0(iPad; U; CPU iPhone OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B314 Safari/531.21.10gin_lib.cc",2010-04-04 12:52:00,2021-11-14 07:13:00,"/Safari4.0.4_id_15593.php"
"Safari","4.0.4","Mozilla/5.0(iPad; U; CPU iPhone OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B314 Safari/531.21.10",2010-04-01 11:12:00,2024-04-25 07:21:00,"/Safari4.0.4_id_15611.php"
"Safari","4.0.4","Mozilla/5.0(iPad; U; CPU iPhone OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B314 Safari/123",2011-03-14 01:00:00,2024-12-10 05:08:00,"/Safari4.0.4_id_18049.php"
"Safari","4.0.4","Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-TW) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-03-14 12:27:00,2017-01-27 02:17:00,"/Safari4.0.4_id_15502.php"
"Safari","4.0.4","Mozilla/5.0 (Windows; U; Windows NT 6.1; ko-KR) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2009-11-27 05:34:00,2023-03-21 11:38:00,"/Safari4.0.4_id_15119.php"
"Safari","4.0.4","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-10-10 07:05:00,2022-10-03 08:29:00,"/Safari4.0.4_id_16411.php"
"Safari","4.0.4","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-01-30 07:16:00,2025-09-26 07:10:00,"/Safari4.0.4_id_15360.php"
"Safari","4.0.4","Mozilla/5.0 (Windows; U; Windows NT 5.1; de-DE) AppleWebKit/532+ (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-03-18 04:10:00,2025-10-02 10:25:00,"/Safari4.0.4_id_15550.php"
"Safari","4.0.4","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1; en_GB, en_US) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2011-08-28 08:22:00,2025-08-14 07:26:00,"/Safari4.0.4_id_18861.php"
"Safari","4.0.4","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; hu-hu) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-01-29 11:06:00,2023-06-11 03:01:00,"/Safari4.0.4_id_15368.php"
"Safari","4.0.4","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/531.21.11 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-04-02 05:02:00,2024-08-19 03:36:00,"/Safari4.0.4_id_15721.php"
"Safari","4.0.4","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; ru-ru) AppleWebKit/533.2+ (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-03-06 02:06:00,2025-03-09 04:42:00,"/Safari4.0.4_id_15405.php"
"Safari","4.0.4","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-us) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2011-06-16 08:54:00,2025-12-11 05:19:00,"/Safari4.0.4_id_18431.php"
"Safari","4.0.4","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; de-at) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",2010-01-30 01:37:00,2025-09-27 01:28:00,"/Safari4.0.4_id_15342.php"
"Safari","4.0.4","Mozilla/5.0 (iPhone; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.10",2010-04-01 06:26:00,2025-11-24 09:05:00,"/Safari4.0.4_id_15612.php"
"Safari","4.0.4","Mozilla/5.0 (iPhone Simulator; U; CPU iPhone OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7D11 Safari/531.21.10",2010-03-31 02:33:00,2025-01-17 06:13:00,"/Safari4.0.4_id_15613.php"
"Safari","4.0.4","Mozilla/5.0 (iPad;U;CPU OS 3_2_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B500 Safari/531.21.10",2011-07-18 11:31:00,2023-11-07 11:30:00,"/Safari4.0.4_id_18755.php"
"Safari","4.0.4","Mozilla/5.0 (iPad; U; CPU OS 3_2_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B500 Safari/53",2011-02-04 03:32:00,2019-01-24 09:53:00,"/Safari4.0.4_id_17617.php"
"Safari","4.0.4","Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; es-es) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B367 Safari/531.21.10",2010-04-04 02:43:00,2024-04-25 07:22:00,"/Safari4.0.4_id_15591.php"
"Safari","4.0.4","Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; es-es) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B360 Safari/531.21.10",2010-04-03 04:46:00,2018-07-03 10:47:00,"/Safari4.0.4_id_15594.php"
"Safari","4.0.3","Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-ch) AppleWebKit/531.9 (KHTML, like Gecko) Version/4.0.3 Safari/531.9",2011-07-18 06:10:00,2022-04-17 03:18:00,"/Safari4.0.3_id_18731.php"
"Safari","4.0.3","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-us) AppleWebKit/531.9 (KHTML, like Gecko) Version/4.0.3 Safari/531.9",2009-08-21 08:40:00,2019-03-04 05:35:00,"/Safari4.0.3_id_14493.php"
"Safari","4.0.3","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; en-us) AppleWebKit/532.0+ (KHTML, like Gecko) Version/4.0.3 Safari/531.9.2009",2009-09-04 11:18:00,2025-07-03 06:59:00,"/Safari4.0.3_id_14518.php"
"Safari","4.0.3","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; en-us) AppleWebKit/532.0+ (KHTML, like Gecko) Version/4.0.3 Safari/531.9",2009-09-04 11:11:00,2023-12-23 07:10:00,"/Safari4.0.3_id_14519.php"
"Safari","4.0.3","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; nl-nl) AppleWebKit/532.3+ (KHTML, like Gecko) Version/4.0.3 Safari/531.9",2009-10-19 04:40:00,2023-03-04 12:03:00,"/Safari4.0.3_id_14945.php"
"Safari","4.0.3","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; fi-fi) AppleWebKit/531.9 (KHTML, like Gecko) Version/4.0.3 Safari/531.9",2009-08-22 10:31:00,2025-09-26 07:10:00,"/Safari4.0.3_id_14479.php"
"Safari","4.0.3","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-us) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.3 Safari/531.21.10",2010-12-03 12:56:00,2024-06-09 03:14:00,"/Safari4.0.3_id_16540.php"
"Safari","4.0.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6) AppleWebKit/531.4 (KHTML, like Gecko) Version/4.0.3 Safari/531.4",2011-06-16 01:56:00,2022-11-30 04:37:00,"/Safari4.0.3_id_18447.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532+ (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-08-05 03:32:00,2023-06-17 02:31:00,"/Safari4.0.2_id_14468.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-07-09 01:58:00,2019-01-14 01:32:00,"/Safari4.0.2_id_13908.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 6.0; zh-TW) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-07-19 05:49:00,2022-09-09 05:24:00,"/Safari4.0.2_id_14074.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 6.0; pl-PL) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-07-19 05:48:00,2023-12-19 03:42:00,"/Safari4.0.2_id_14077.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-07-19 05:47:00,2023-10-28 07:02:00,"/Safari4.0.2_id_14082.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-07-11 02:40:00,2023-05-17 04:34:00,"/Safari4.0.2_id_13991.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-07-11 03:52:00,2023-06-09 12:44:00,"/Safari4.0.2_id_13962.php"
"Safari","4.0.2","Mozilla/5.0 (Windows; U; Windows NT 5.2; de-DE) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",2009-07-09 08:57:00,2025-12-12 08:52:00,"/Safari4.0.2_id_13899.php"
