"browser","version","useragent_string","first_visit","last_visit","detail_url"
"Chrome","8.0.552.210","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.210 Safari/534.10",2010-12-01 08:00:00,2025-07-24 05:58:00,"/Chrome8.0.552.210_id_16553.php"
"Chrome","8.0.552.200","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.200 Safari/534.10",2010-11-15 02:35:00,2021-12-25 11:50:00,"/Chrome8.0.552.200_id_16486.php"
"Chrome","8.0.551.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.551.0 Safari/534.10",2010-10-11 08:24:00,2025-03-08 07:17:00,"/Chrome8.0.551.0_id_16399.php"
"Chrome","7.0.548.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/7.0.548.0 Safari/534.10",2010-12-31 10:19:00,2024-04-22 10:26:00,"/Chrome7.0.548.0_id_16990.php"
"Chrome","7.0.544.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/7.0.544.0 Safari/534.10",2010-10-10 07:21:00,2021-06-08 03:29:00,"/Chrome7.0.544.0_id_16404.php"
"Chrome","7.0.540.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.15) Gecko/20101027 Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/7.0.540.0 Safari/534.10",2010-12-03 06:21:00,2018-10-09 09:58:00,"/Chrome7.0.540.0_id_16530.php"
"Chrome","7.0.540.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/7.0.540.0 Safari/534.10",2010-09-30 03:17:00,2024-10-17 01:44:00,"/Chrome7.0.540.0_id_16371.php"
"Chrome","7.0.540.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; de-DE) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/7.0.540.0 Safari/534.10",2010-10-10 08:13:00,2025-09-25 10:31:00,"/Chrome7.0.540.0_id_16401.php"
"Chrome","7.0.540.0","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/7.0.540.0 Safari/534.10",2010-09-30 07:51:00,2025-09-04 09:10:00,"/Chrome7.0.540.0_id_16368.php"
"Chrome","7.0.531.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/7.0.531.0 Safari/534.9",2010-09-22 10:46:00,2025-09-26 07:10:00,"/Chrome7.0.531.0_id_16325.php"
"Chrome","7.0.521.0","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/534.8 (KHTML, like Gecko) Chrome/7.0.521.0 Safari/534.8",2010-09-28 09:42:00,2025-06-08 03:45:00,"/Chrome7.0.521.0_id_16395.php"
"Chrome","7.0.517.24","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/7.0.517.24 Safari/534.7",2010-09-30 08:02:00,2019-02-25 08:25:00,"/Chrome7.0.517.24_id_16367.php"
"Chrome","7.0.514.0","Mozilla/5.0 (X11; U; Linux x86_64; fr-FR) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/7.0.514.0 Safari/534.7",2010-09-28 08:14:00,2025-06-20 07:15:00,"/Chrome7.0.514.0_id_16396.php"
"Chrome","7.0.514.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/7.0.514.0 Safari/534.7",2010-09-02 08:18:00,2025-05-27 01:21:00,"/Chrome7.0.514.0_id_16278.php"
"Chrome","7.0.514.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/7.0.514.0 Safari/534.7",2010-09-03 05:57:00,2025-11-03 07:06:00,"/Chrome7.0.514.0_id_16266.php"
"Chrome","7.0.500.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.6 (KHTML, like Gecko) Chrome/7.0.500.0 Safari/534.6",2010-08-19 02:09:00,2025-05-27 07:17:00,"/Chrome7.0.500.0_id_16248.php"
"Chrome","7.0.498.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.6 (KHTML, like Gecko) Chrome/7.0.498.0 Safari/534.6",2011-07-04 01:29:00,2025-07-11 01:36:00,"/Chrome7.0.498.0_id_18697.php"
"Chrome","7.0.498.0","Mozilla/5.0 (ipad Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.6 (KHTML, like Gecko) Chrome/7.0.498.0 Safari/534.6",2011-07-04 01:30:00,2024-07-04 11:51:00,"/Chrome7.0.498.0_id_18696.php"
"Chrome","7.0.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.13 (KHTML, like Gecko) Chrome/7.0.0 Safari/700.13",2011-07-08 02:53:00,2024-02-26 09:02:00,"/Chrome7.0.0_id_18650.php"
"Chrome","6.0.481.0","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.4 (KHTML, like Gecko) Chrome/6.0.481.0 Safari/534.4",2010-07-31 07:50:00,2023-05-22 08:49:00,"/Chrome6.0.481.0_id_16111.php"
"Chrome","6.0.472.63","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.472.63 Safari/534.3",2010-10-10 06:39:00,2025-09-16 06:12:00,"/Chrome6.0.472.63_id_16412.php"
"Chrome","6.0.472.53","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.472.53 Safari/534.3",2010-09-03 03:33:00,2025-04-20 05:36:00,"/Chrome6.0.472.53_id_16268.php"
"Chrome","6.0.472.33","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.472.33 Safari/534.3",2010-08-16 06:18:00,2025-09-13 08:55:00,"/Chrome6.0.472.33_id_16180.php"
"Chrome","6.0.470.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.470.0 Safari/534.3",2010-09-03 01:20:00,2025-10-18 02:58:00,"/Chrome6.0.470.0_id_16299.php"
"Chrome","6.0.464.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.464.0 Safari/534.3",2010-07-13 09:47:00,2025-12-30 10:39:00,"/Chrome6.0.464.0_id_16030.php"
"Chrome","6.0.464.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.464.0 Safari/534.3",2010-07-13 09:28:00,2025-09-09 08:26:00,"/Chrome6.0.464.0_id_16031.php"
"Chrome","6.0.463.0","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.463.0 Safari/534.3",2010-07-10 06:43:00,2025-11-02 04:00:00,"/Chrome6.0.463.0_id_16046.php"
"Chrome","6.0.462.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.462.0 Safari/534.3",2010-07-12 01:34:00,2021-08-26 07:23:00,"/Chrome6.0.462.0_id_16042.php"
"Chrome","6.0.462.0","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.462.0 Safari/534.3",2010-07-10 07:26:00,2025-11-07 08:50:00,"/Chrome6.0.462.0_id_16048.php"
"Chrome","6.0.461.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.461.0 Safari/534.3",2010-07-08 05:06:00,2025-02-21 04:30:00,"/Chrome6.0.461.0_id_16052.php"
"Chrome","6.0.461.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.461.0 Safari/534.3",2010-07-08 04:19:00,2021-02-02 04:20:00,"/Chrome6.0.461.0_id_16053.php"
"Chrome","6.0.461.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.461.0 Safari/534.3",2010-07-09 06:36:00,2025-07-20 02:24:00,"/Chrome6.0.461.0_id_16050.php"
"Chrome","6.0.460.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.460.0 Safari/534.3",2010-07-12 10:41:00,2025-07-01 03:25:00,"/Chrome6.0.460.0_id_16032.php"
"Chrome","6.0.460.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.460.0 Safari/534.3",2010-07-07 04:54:00,2024-10-17 10:20:00,"/Chrome6.0.460.0_id_16055.php"
"Chrome","6.0.460.0","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.460.0 Safari/534.3",2010-07-07 05:54:00,2023-05-25 12:04:00,"/Chrome6.0.460.0_id_16054.php"
"Chrome","6.0.459.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.459.0 Safari/534.3",2010-07-06 06:42:00,2023-08-27 12:16:00,"/Chrome6.0.459.0_id_16061.php"
"Chrome","6.0.458.1","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.458.1 Safari/534.3",2010-07-11 01:08:00,2024-08-17 10:23:00,"/Chrome6.0.458.1_id_16044.php"
"Chrome","6.0.458.1","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.458.1 Safari/534.3",2010-07-09 07:12:00,2019-07-25 02:17:00,"/Chrome6.0.458.1_id_16049.php"
"Chrome","6.0.458.1","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.458.1 Safari/534.3",2010-07-13 12:01:00,2025-06-23 07:13:00,"/Chrome6.0.458.1_id_16029.php"
"Chrome","6.0.458.1","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.458.1 Safari/534.3",2010-07-10 09:12:00,2025-04-14 06:57:00,"/Chrome6.0.458.1_id_16047.php"
"Chrome","6.0.458.1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.458.1 Safari/534.3",2010-07-12 10:26:00,2023-04-14 07:25:00,"/Chrome6.0.458.1_id_16033.php"
"Chrome","6.0.458.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.458.0 Safari/534.3",2010-07-12 08:56:00,2021-02-02 04:20:00,"/Chrome6.0.458.0_id_16034.php"
"Chrome","6.0.458.0","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.458.0 Safari/534.3",2010-07-06 05:01:00,2025-09-23 05:17:00,"/Chrome6.0.458.0_id_16064.php"
"Chrome","6.0.457.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.457.0 Safari/534.3",2010-07-12 08:56:00,2023-03-24 12:06:00,"/Chrome6.0.457.0_id_16035.php"
"Chrome","6.0.456.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.456.0 Safari/534.3",2010-07-06 09:10:00,2024-09-09 04:38:00,"/Chrome6.0.456.0_id_16060.php"
"Chrome","6.0.454.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/6.0.454.0 Safari/534.2",2010-07-07 04:06:00,2025-05-01 12:11:00,"/Chrome6.0.454.0_id_16056.php"
"Chrome","6.0.454.0","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/6.0.454.0 Safari/534.2",2011-04-10 01:41:00,2024-10-24 06:57:00,"/Chrome6.0.454.0_id_18294.php"
"Chrome","6.0.453.1","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/6.0.453.1 Safari/534.2",2010-07-06 08:40:00,2025-12-16 03:10:00,"/Chrome6.0.453.1_id_16062.php"
"Chrome","6.0.453.1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/6.0.453.1 Safari/534.2",2010-07-07 12:00:00,2024-09-04 01:20:00,"/Chrome6.0.453.1_id_16059.php"
"Chrome","6.0.453.1","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/6.0.453.1 Safari/534.2",2010-07-12 06:50:00,2024-11-10 09:17:00,"/Chrome6.0.453.1_id_16040.php"
"Chrome","6.0.451.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/6.0.451.0 Safari/534.2",2010-06-29 09:28:00,2025-03-09 04:42:00,"/Chrome6.0.451.0_id_15980.php"
"Chrome","6.0.428.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.1 SUSE/6.0.428.0 (KHTML, like Gecko) Chrome/6.0.428.0 Safari/534.1",2010-07-12 08:56:00,2025-09-01 11:50:00,"/Chrome6.0.428.0_id_16036.php"
"Chrome","6.0.428.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.428.0 Safari/534.1",2010-06-07 12:57:00,2024-07-02 03:26:00,"/Chrome6.0.428.0_id_15945.php"
"Chrome","6.0.428.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-GB) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.428.0 Safari/534.1",2010-07-11 06:46:00,2024-06-06 01:56:00,"/Chrome6.0.428.0_id_16043.php"
"Chrome","6.0.428.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.428.0 Safari/534.1",2010-06-07 05:18:00,2024-04-30 07:35:00,"/Chrome6.0.428.0_id_15935.php"
"Chrome","6.0.427.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.427.0 Safari/534.1",2010-06-13 11:44:00,2025-01-02 11:17:00,"/Chrome6.0.427.0_id_15954.php"
"Chrome","6.0.422.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.422.0 Safari/534.1",2010-06-13 10:49:00,2025-08-14 02:20:00,"/Chrome6.0.422.0_id_15977.php"
"Chrome","6.0.417.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.417.0 Safari/534.1",2010-05-31 12:44:00,2025-04-12 03:07:00,"/Chrome6.0.417.0_id_15846.php"
"Chrome","6.0.416.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.416.0 Safari/534.1",2010-05-26 11:02:00,2023-02-25 03:03:00,"/Chrome6.0.416.0_id_15798.php"
"Chrome","6.0.414.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.414.0 Safari/534.1",2010-08-19 11:28:00,2024-11-06 08:55:00,"/Chrome6.0.414.0_id_16231.php"
"Chrome","6.0.400.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.9 (KHTML, like Gecko) Chrome/6.0.400.0 Safari/533.9",2010-05-08 03:23:00,2024-07-23 03:57:00,"/Chrome6.0.400.0_id_15701.php"
"Chrome","6.0.397.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/6.0.397.0 Safari/533.8",2010-05-05 02:31:00,2025-07-27 11:27:00,"/Chrome6.0.397.0_id_15695.php"
"Chrome","6.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/6.0",2010-03-07 07:52:00,2024-04-22 10:23:00,"/Chrome6.0_id_15427.php"
"Chrome","5.0.375.999","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.999 Safari/533.4",2010-08-20 12:49:00,2025-05-24 07:22:00,"/Chrome5.0.375.999_id_16239.php"
"Chrome","5.0.375.99","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",2010-07-05 07:50:00,2023-11-21 03:27:00,"/Chrome5.0.375.99_id_16065.php"
"Chrome","5.0.375.99","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",2010-07-09 05:48:00,2025-07-15 10:11:00,"/Chrome5.0.375.99_id_16051.php"
"Chrome","5.0.375.99","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",2010-07-11 11:09:00,2025-02-14 11:39:00,"/Chrome5.0.375.99_id_16045.php"
"Chrome","5.0.375.99","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",2010-07-12 06:52:00,2024-09-09 01:44:00,"/Chrome5.0.375.99_id_16038.php"
"Chrome","5.0.375.99","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",2010-07-12 06:49:00,2025-07-27 01:12:00,"/Chrome5.0.375.99_id_16041.php"
"Chrome","5.0.375.86","Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.86 Safari/533.4",2010-07-06 07:46:00,2025-09-29 08:52:00,"/Chrome5.0.375.86_id_16063.php"
"Chrome","5.0.375.86","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.86 Safari/533.4",2010-07-07 12:06:00,2025-07-27 11:27:00,"/Chrome5.0.375.86_id_16058.php"
"Chrome","5.0.375.86","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.86 Safari/533.4",2010-07-12 06:52:00,2024-01-10 09:28:00,"/Chrome5.0.375.86_id_16039.php"
"Chrome","5.0.375.70","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.70 Safari/533.4",2010-06-13 10:50:00,2025-06-21 05:07:00,"/Chrome5.0.375.70_id_15971.php"
"Chrome","5.0.375.127","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.127 Safari/533.4",2010-08-20 09:34:00,2025-06-15 03:14:00,"/Chrome5.0.375.127_id_16241.php"
"Chrome","5.0.375.126","Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4",2010-08-19 09:47:00,2025-06-18 11:47:00,"/Chrome5.0.375.126_id_16251.php"
"Chrome","5.0.375.126","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; fr-FR) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4",2010-09-03 01:07:00,2025-09-01 09:12:00,"/Chrome5.0.375.126_id_16301.php"
"Chrome","5.0.375.125","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.125 Safari/533.4",2014-04-20 05:22:00,2019-05-30 05:04:00,"/Chrome5.0.375.125_id_19767.php"
"Chrome","5.0.370.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.370.0 Safari/533.4",2010-04-04 01:27:00,2021-12-24 11:16:00,"/Chrome5.0.370.0_id_15620.php"
"Chrome","5.0.368.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.368.0 Safari/533.4",2010-04-02 05:12:00,2024-12-12 03:34:00,"/Chrome5.0.368.0_id_15723.php"
"Chrome","5.0.366.2","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.366.2 Safari/533.4",2010-04-06 01:23:00,2025-01-07 12:07:00,"/Chrome5.0.366.2_id_15657.php"
"Chrome","5.0.366.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.366.0 Safari/533.4",2010-04-03 02:00:00,2025-03-20 08:01:00,"/Chrome5.0.366.0_id_15607.php"
"Chrome","5.0.366.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.366.0 Safari/533.4",2010-04-04 04:52:00,2023-06-09 10:46:00,"/Chrome5.0.366.0_id_15598.php"
"Chrome","5.0.363.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.363.0 Safari/533.3",2010-04-02 08:42:00,2025-09-04 01:50:00,"/Chrome5.0.363.0_id_15734.php"
"Chrome","5.0.359.0","Mozilla/5.0 (X11; U; OpenBSD i386; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.359.0 Safari/533.3",2011-01-28 07:49:00,2025-12-20 02:59:00,"/Chrome5.0.359.0_id_17407.php"
"Chrome","5.0.358.0","Mozilla/5.0 (X11; U; x86_64 Linux; en_GB, en_US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.358.0 Safari/533.3",2011-08-28 08:21:00,2024-09-21 02:59:00,"/Chrome5.0.358.0_id_18848.php"
"Chrome","5.0.358.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.358.0 Safari/533.3",2010-03-19 05:35:00,2021-11-29 06:09:00,"/Chrome5.0.358.0_id_15570.php"
"Chrome","5.0.358.0","Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.358.0 Safari/533.3",2010-04-03 09:53:00,2025-08-24 01:27:00,"/Chrome5.0.358.0_id_15643.php"
"Chrome","5.0.357.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.357.0 Safari/533.3",2010-03-19 09:34:00,2025-11-03 04:27:00,"/Chrome5.0.357.0_id_15528.php"
"Chrome","5.0.356.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.356.0 Safari/533.3",2010-03-18 05:08:00,2024-08-30 02:46:00,"/Chrome5.0.356.0_id_15549.php"
"Chrome","5.0.355.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.355.0 Safari/533.3",2010-03-15 03:27:00,2025-09-29 08:52:00,"/Chrome5.0.355.0_id_15513.php"
"Chrome","5.0.354.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.354.0 Safari/533.3",2010-03-15 05:45:00,2020-10-12 02:41:00,"/Chrome5.0.354.0_id_15504.php"
"Chrome","5.0.354.0","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.354.0 Safari/533.3",2010-03-14 04:44:00,2024-05-21 11:48:00,"/Chrome5.0.354.0_id_15494.php"
"Chrome","5.0.353.0","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.353.0 Safari/533.3",2010-03-14 06:31:00,2025-09-30 11:16:00,"/Chrome5.0.353.0_id_15485.php"
"Chrome","5.0.353.0","Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.353.0 Safari/533.3",2010-03-13 07:43:00,2024-11-26 12:14:00,"/Chrome5.0.353.0_id_15452.php"
"Chrome","5.0.343.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.343.0 Safari/533.2",2010-03-19 02:28:00,2023-06-07 03:20:00,"/Chrome5.0.343.0_id_15533.php"
"Chrome","5.0.343.0","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.343.0 Safari/533.2",2010-04-04 11:33:00,2025-03-02 09:57:00,"/Chrome5.0.343.0_id_15596.php"
"Chrome","5.0.342.7","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.7 Safari/533.2",2010-04-04 02:32:00,2025-07-21 03:02:00,"/Chrome5.0.342.7_id_15637.php"
"Chrome","5.0.342.7","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.7 Safari/533.2",2010-07-12 06:54:00,2025-05-23 08:11:00,"/Chrome5.0.342.7_id_16037.php"
"Chrome","5.0.342.5","Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.5 Safari/533.2",2010-03-18 10:28:00,2022-02-10 09:24:00,"/Chrome5.0.342.5_id_15536.php"
"Chrome","5.0.342.3","Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.3 Safari/533.2",2010-03-14 05:46:00,2025-04-24 09:27:00,"/Chrome5.0.342.3_id_15487.php"
